acopio,anio,mes,fecha,orig_mes,orig_ytd,equiv_mes,equiv_ytd
PIQUETE CABADO,2017,8,2017-08-01,7827.049999999988,148791.99599999998,2386.0599999999977,65141.83
PIQUETE CABADO,2017,9,2017-09-01,6558,155349.99599999998,614.3999999999942,65756.23
PIQUETE CABADO,2017,10,2017-10-01,1274.9650000000256,156624.961,365,66121.23
PIQUETE CABADO,2017,11,2017-11-01,2049,158673.961,461.24000000000524,66582.47
PIQUETE CABADO,2017,12,2017-12-01,1601.9219999999914,160275.883,183.10000000000582,66765.57
PIQUETE CABADO,2018,1,2018-01-01,41005.358,41005.358,730.06,730.06
PIQUETE CABADO,2018,2,2018-02-01,8050.565000000002,49055.923,1153.48,1883.54
PIQUETE CABADO,2018,3,2018-03-01,0,49055.923,0,1883.54
PIQUETE CABADO,2018,4,2018-04-01,4311,53366.923,6526.000000000001,8409.54
PIQUETE CABADO,2018,5,2018-05-01,26821.000000000007,80187.92300000001,19604.35,28013.89
PIQUETE CABADO,2018,6,2018-06-01,-4945,75242.92300000001,1619.1100000000006,29633
PIQUETE CABADO,2018,7,2018-07-01,19101,94343.92300000001,1704,31337
PIQUETE CABADO,2018,8,2018-08-01,2900,97243.92300000001,7914,39251
PIQUETE CABADO,2018,9,2018-09-01,7055,104298.92300000001,4758,44009
PIQUETE CABADO,2018,10,2018-10-01,1701,105999.92300000001,4523.6600000000035,48532.66
PIQUETE CABADO,2018,11,2018-11-01,3569,109568.92300000001,3269.540000000001,51802.200000000004
PIQUETE CABADO,2018,12,2018-12-01,2556,112124.92300000001,3857.090000000004,55659.29000000001
PIQUETE CABADO,2019,1,2019-01-01,13830,13830,3695,3695
PIQUETE CABADO,2019,2,2019-02-01,13625,27455,2751.5,6446.5
PIQUETE CABADO,2019,3,2019-03-01,21370,48825,1044,7490.5
PIQUETE CABADO,2019,4,2019-04-01,19152,67977,7190,14680.5
PIQUETE CABADO,2019,5,2019-05-01,40862,108839,18680.309999999998,33360.81
PIQUETE CABADO,2019,6,2019-06-01,30135,138974,4836.229999999996,38197.03999999999
PIQUETE CABADO,2019,7,2019-07-01,15901,154875,2868.480000000003,41065.52
PIQUETE CABADO,2019,8,2019-08-01,10141,165016,5026.209999999999,46091.729999999996
PIQUETE CABADO,2019,9,2019-09-01,5747,170763,6135.860000000001,52227.59
PIQUETE CABADO,2019,10,2019-10-01,10585,181348,6933.9000000000015,59161.49
PIQUETE CABADO,2019,11,2019-11-01,9921.98999999999,191269.99,6652.379999999997,65813.87
PIQUETE CABADO,2019,12,2019-12-01,8318.01000000001,199588,6608.770000000004,72422.64
PIQUETE CABADO,2020,1,2020-01-01,85534,85534,901.61,901.61
PIQUETE CABADO,2020,2,2020-02-01,1116,86650,0,901.61
PIQUETE CABADO,2020,3,2020-03-01,3048,89698,0,901.61
PIQUETE CABADO,2020,4,2020-04-01,11577,101275,4948.21,5849.82
PIQUETE CABADO,2020,5,2020-05-01,14880,116155,12845.62734,18695.44734
PIQUETE CABADO,2020,6,2020-06-01,24912,141067,6969.590000000004,25665.037340000003
PIQUETE CABADO,2020,7,2020-07-01,24726,165793,3834.7499999999964,29499.78734
PIQUETE CABADO,2020,8,2020-08-01,9597,175390,3823.6150000000016,33323.40234
PIQUETE CABADO,2020,9,2020-09-01,11643,187033,5617.565000000002,38940.96734
PIQUETE CABADO,2020,10,2020-10-01,2660,189693,5564.470000000001,44505.437340000004
PIQUETE CABADO,2020,11,2020-11-01,2909,192602,1528.3499999999985,46033.78734
PIQUETE CABADO,2020,12,2020-12-01,1567,194169,228.4800000000032,46262.267340000006
PIQUETE CABADO,2021,1,2021-01-01,76501,76501,2223.4799999999996,2223.4799999999996
PIQUETE CABADO,2021,2,2021-02-01,9398,85899,77.13000000000011,2300.6099999999997
PIQUETE CABADO,2021,3,2021-03-01,10669,96568,297.8699999999999,2598.4799999999996
PIQUETE CABADO,2021,4,2021-04-01,25013,121581,4791.73,7390.209999999999
PIQUETE CABADO,2021,5,2021-05-01,15572,137153,15451.389999999992,22841.59999999999
PIQUETE CABADO,2021,6,2021-06-01,12917,150070,2144.7000000000007,24986.299999999992
PIQUETE CABADO,2021,7,2021-07-01,4219,154289,4128.220000000001,29114.519999999993
PIQUETE CABADO,2021,8,2021-08-01,7479,161768,2648.75,31763.269999999993
PIQUETE CABADO,2021,9,2021-09-01,7744,169512,4735.119999999999,36498.38999999999
PIQUETE CABADO,2021,10,2021-10-01,11572,181084,6636.489999999998,43134.87999999999
PIQUETE CABADO,2021,11,2021-11-01,5058,186142,7394.330000000002,50529.20999999999
PIQUETE CABADO,2021,12,2021-12-01,1648,187790,2324.050000000003,52853.259999999995
PIQUETE CABADO,2022,1,2022-01-01,55202,55202,3465.7265,3465.7265
PIQUETE CABADO,2022,2,2022-02-01,13542,68744,3833.3594999999996,7299.085999999999
PIQUETE CABADO,2022,3,2022-03-01,26878,95622,558.83,7857.915999999999
PIQUETE CABADO,2022,4,2022-04-01,23222,118844,1916.7219999999993,9774.637999999999
PIQUETE CABADO,2022,5,2022-05-01,10905,129749,13975.644499999973,23750.282499999972
PIQUETE CABADO,2022,6,2022-06-01,14639,144388,3223.8844999999988,26974.166999999972
PIQUETE CABADO,2022,7,2022-07-01,9859,154247,8922.412999999997,35896.57999999997
PIQUETE CABADO,2022,8,2022-08-01,5159,159406,4645.385500000001,40541.96549999998
PIQUETE CABADO,2022,9,2022-09-01,11877,171283,4836.219499999997,45378.184999999976
PIQUETE CABADO,2022,10,2022-10-01,4902,176185,9476.621500000003,54854.80649999998
PIQUETE CABADO,2022,11,2022-11-01,2737,178922,7050.8315,61905.63799999998
PIQUETE CABADO,2022,12,2022-12-01,597,179519,2805.4729999999995,64711.110999999975
PIQUETE CABADO,2023,1,2023-01-01,19123,19123,3936.12,3936.12
PIQUETE CABADO,2023,2,2023-02-01,4265,23388,2744.1099999999997,6680.23
PIQUETE CABADO,2023,3,2023-03-01,9708,33096,59.47,6739.7
PIQUETE CABADO,2023,4,2023-04-01,10726,43822,120.24,6859.94
PIQUETE CABADO,2023,5,2023-05-01,16246,60068,10957.26,17817.2
PIQUETE CABADO,2023,6,2023-06-01,14364,74432,7909.53,25726.73
PIQUETE CABADO,2023,7,2023-07-01,20861,95293,13639.02,39365.75
PIQUETE CABADO,2023,8,2023-08-01,34365,129658,13419.36,52785.11
PIQUETE CABADO,2023,9,2023-09-01,13438,143096,10322.82,63107.93
PIQUETE CABADO,2023,10,2023-10-01,1905,145001,5629.01,68736.94
PIQUETE CABADO,2023,11,2023-11-01,9483,154484,7256.6500000000005,75993.59
PIQUETE CABADO,2023,12,2023-12-01,4296,158780,3761.31,79754.9
PIQUETE CABADO,2024,1,2024-01-01,38901,38901,2961.77,2961.77
PIQUETE CABADO,2024,2,2024-02-01,5829,44730,1997.8,4959.57
PIQUETE CABADO,2024,3,2024-03-01,18698,63428,1715.33,6674.9
PIQUETE CABADO,2024,4,2024-04-01,17762,81190,2352.4700000000003,9027.369999999999
PIQUETE CABADO,2024,5,2024-05-01,16061,97251,19291.89,28319.26
PIQUETE CABADO,2024,6,2024-06-01,19777,117028,13159.050000000001,41478.31
PIQUETE CABADO,2024,7,2024-07-01,23816,140844,12662.88,54141.189999999995
PIQUETE CABADO,2024,8,2024-08-01,17746,158590,9219.1,63360.28999999999
PIQUETE CABADO,2024,9,2024-09-01,9650,168240,4195.53,67555.81999999999
PIQUETE CABADO,2024,10,2024-10-01,5243,173483,6107.06,73662.87999999999
PIQUETE CABADO,2024,11,2024-11-01,5068,178551,6003.460000000001,79666.34
PIQUETE CABADO,2024,12,2024-12-01,3311,181862,4653.5199999999995,84319.86
PIQUETE CABADO,2025,1,2025-01-01,13484.224999999999,13484.224999999999,4937.24,4937.24
PIQUETE CABADO,2025,2,2025-02-01,2343.0390000000007,15827.264,3228.74,8165.98
PIQUETE CABADO,2025,3,2025-03-01,5988.004000000001,21815.268,2590.17,10756.15
PIQUETE CABADO,2025,4,2025-04-01,30464.732,52280,4640.92,15397.07
PIQUETE CABADO,2025,5,2025-05-01,22438.62400000001,74718.62400000001,15255.010000000002,30652.08
PIQUETE CABADO,2025,6,2025-06-01,38702.77199999998,113421.396,15755.370000000003,46407.450000000004
PIQUETE CABADO,2025,7,2025-07-01,18595.22599999998,132016.62199999997,11924.36,58331.810000000005
PIQUETE CABADO,2025,8,2025-08-01,11789.994000000006,143806.61599999998,5167.30999999999,63499.119999999995
PIQUETE CABADO,2025,9,2025-09-01,18095.714000000007,161902.33,4003.5100000000093,67502.63
PIQUETE CABADO,2025,10,2025-10-01,22266.858000000007,184169.188,9113.339999999997,76615.97
ALVEAR,2017,1,2017-01-01,0,0,0,0
ALVEAR,2017,2,2017-02-01,0,0,0,0
ALVEAR,2017,3,2017-03-01,0,0,0,0
ALVEAR,2017,4,2017-04-01,0,0,0,0
ALVEAR,2017,5,2017-05-01,0,0,0,0
ALVEAR,2017,6,2017-06-01,0,0,0,0
ALVEAR,2017,7,2017-07-01,0,0,0,0
ALVEAR,2017,8,2017-08-01,0,0,0,0
ALVEAR,2017,9,2017-09-01,0,0,0,0
ALVEAR,2017,10,2017-10-01,0,0,0,0
ALVEAR,2017,11,2017-11-01,0,0,0,0
ALVEAR,2017,12,2017-12-01,0,0,0,0
ALVEAR,2018,1,2018-01-01,5254.4,5254.4,3693.2,3693.2
ALVEAR,2018,2,2018-02-01,5254.4,10508.8,3693.2,7386.4
ALVEAR,2018,3,2018-03-01,5254.4,15763.199999999999,3693.199999999999,11079.599999999999
ALVEAR,2018,4,2018-04-01,5254.4,21017.6,3693.2000000000007,14772.8
ALVEAR,2018,5,2018-05-01,5254.4000000000015,26272,1728.5499999999993,16501.35
ALVEAR,2018,6,2018-06-01,1199,27471,3082.8199999999997,19584.17
ALVEAR,2018,7,2018-07-01,3101,30572,2974.220000000001,22558.39
ALVEAR,2018,8,2018-08-01,3394,33966,5058,27616.39
ALVEAR,2018,9,2018-09-01,831,34797,1696.6899999999987,29313.079999999998
ALVEAR,2018,10,2018-10-01,381,35178,3558.0000000000036,32871.08
ALVEAR,2018,11,2018-11-01,540,35718,2106.5399999999936,34977.619999999995
ALVEAR,2018,12,2018-12-01,2968,38686,3905.199999999997,38882.81999999999
ALVEAR,2019,1,2019-01-01,11463,11463,1802.615,1802.615
ALVEAR,2019,2,2019-02-01,4877,16340,732.3700000000001,2534.985
ALVEAR,2019,3,2019-03-01,1896,18236,2158.4700000000016,4693.455000000002
ALVEAR,2019,4,2019-04-01,19532,37768,15333.50499999999,20026.959999999992
ALVEAR,2019,5,2019-05-01,17248,55016,10499.289999999994,30526.249999999985
ALVEAR,2019,6,2019-06-01,5372,60388,3585.1299999999974,34111.37999999998
ALVEAR,2019,7,2019-07-01,9885,70273,9891.370000000003,44002.749999999985
ALVEAR,2019,8,2019-08-01,7238,77511,6078.0999999999985,50080.849999999984
ALVEAR,2019,9,2019-09-01,2385,79896,6442.260000000002,56523.109999999986
ALVEAR,2019,10,2019-10-01,1292,81188,1961.9199999999983,58485.029999999984
ALVEAR,2019,11,2019-11-01,2897,84085,6168.315000000002,64653.34499999999
ALVEAR,2019,12,2019-12-01,6912,90997,8609.259999999995,73262.60499999998
ALVEAR,2020,1,2020-01-01,22144,22144,600.51,600.51
ALVEAR,2020,2,2020-02-01,3421,25565,115.07000000000005,715.58
ALVEAR,2020,3,2020-03-01,2978,28543,5274.23,5989.8099999999995
ALVEAR,2020,4,2020-04-01,18383,46926,14946.115,20935.925
ALVEAR,2020,5,2020-05-01,8355,55281,5780.149939999999,26716.07494
ALVEAR,2020,6,2020-06-01,3817,59098,7627.394999999997,34343.469939999995
ALVEAR,2020,7,2020-07-01,7714,66812,8465.270000000004,42808.73994
ALVEAR,2020,8,2020-08-01,3842,70654,10101.599999999999,52910.33994
ALVEAR,2020,9,2020-09-01,2958,73612,203.62000000000262,53113.95994
ALVEAR,2020,10,2020-10-01,1387,74999,6145.540000000001,59259.49994
ALVEAR,2020,11,2020-11-01,980,75979,271.4599999999991,59530.95994
ALVEAR,2020,12,2020-12-01,3615,79594,4063.2750000000015,63594.23494
ALVEAR,2021,1,2021-01-01,17903,17903,340.37000000000006,340.37000000000006
ALVEAR,2021,2,2021-02-01,908,18811,867.3900000000001,1207.7600000000002
ALVEAR,2021,3,2021-03-01,2860,21671,4223.46,5431.22
ALVEAR,2021,4,2021-04-01,16012,37683,13390.105,18821.325
ALVEAR,2021,5,2021-05-01,9587,47270,7225.570000000003,26046.895000000004
ALVEAR,2021,6,2021-06-01,3716,50986,6123.555,32170.450000000004
ALVEAR,2021,7,2021-07-01,6366,57352,9046.579999999994,41217.03
ALVEAR,2021,8,2021-08-01,3700,61052,9236.470000000001,50453.5
ALVEAR,2021,9,2021-09-01,1569,62621,4606.9000000000015,55060.4
ALVEAR,2021,10,2021-10-01,1590,64211,934.4049999999988,55994.805
ALVEAR,2021,11,2021-11-01,892,65103,0,55994.805
ALVEAR,2021,12,2021-12-01,1193,66296,0,55994.805
ALVEAR,2022,1,2022-01-01,9924,9924,0,0
ALVEAR,2022,2,2022-02-01,1061,10985,0,0
ALVEAR,2022,3,2022-03-01,1761,12746,0,0
ALVEAR,2022,4,2022-04-01,4951,17697,0,0
ALVEAR,2022,5,2022-05-01,3362,21059,0,0
ALVEAR,2022,6,2022-06-01,4362,25421,0,0
ALVEAR,2022,7,2022-07-01,1487,26908,0,0
ALVEAR,2022,8,2022-08-01,3370,30278,0,0
ALVEAR,2022,9,2022-09-01,6168,36446,0,0
ALVEAR,2022,10,2022-10-01,961,37407,0,0
ALVEAR,2022,11,2022-11-01,1492,38899,0,0
ALVEAR,2022,12,2022-12-01,3445,42344,0,0
ALVEAR,2023,1,2023-01-01,1814,1814,0,0
ALVEAR,2023,2,2023-02-01,2143,3957,0,0
ALVEAR,2023,3,2023-03-01,6038,9995,0,0
ALVEAR,2023,4,2023-04-01,3925,13920,0,0
ALVEAR,2023,5,2023-05-01,3113,17033,0,0
ALVEAR,2023,6,2023-06-01,1202,18235,0,0
ALVEAR,2023,7,2023-07-01,1473,19708,0,0
ALVEAR,2023,8,2023-08-01,3506,23214,0,0
ALVEAR,2023,9,2023-09-01,2002,25216,0,0
ALVEAR,2023,10,2023-10-01,728,25944,0,0
ALVEAR,2023,11,2023-11-01,1433,27377,0,0
ALVEAR,2023,12,2023-12-01,1190,28567,0,0
ALVEAR,2024,1,2024-01-01,4982,4982,0,0
ALVEAR,2024,2,2024-02-01,5240,10222,633.59,633.59
ALVEAR,2024,3,2024-03-01,5410,15632,3296.78,3930.3700000000003
ALVEAR,2024,4,2024-04-01,5653,21285,469.09,4399.46
ALVEAR,2024,5,2024-05-01,5247,26532,650.27,5049.73
ALVEAR,2024,6,2024-06-01,8579,35111,1592.35,6642.08
ALVEAR,2024,7,2024-07-01,6300,41411,1164.28,7806.36
ALVEAR,2024,8,2024-08-01,4285,45696,1528.44,9334.8
ALVEAR,2024,9,2024-09-01,2184,47880,59.19,9393.99
ALVEAR,2024,10,2024-10-01,4778,52658,0,9393.99
ALVEAR,2024,11,2024-11-01,4139,56797,152.91,9546.9
ALVEAR,2024,12,2024-12-01,6502,63299,3405.54,12952.439999999999
ALVEAR,2025,1,2025-01-01,12053.611,12053.611,387.51,387.51
ALVEAR,2025,2,2025-02-01,7301.357000000004,19354.968000000004,265.26,652.77
ALVEAR,2025,3,2025-03-01,9495.518,28850.486000000004,6473.3099999999995,7126.08
ALVEAR,2025,4,2025-04-01,9179.513999999996,38030,6308.5,13434.58
ALVEAR,2025,5,2025-05-01,10566.180000000008,48596.18000000001,7545.960000000001,20980.54
ALVEAR,2025,6,2025-06-01,8972.735,57568.91500000001,6327.540000000001,27308.08
ALVEAR,2025,7,2025-07-01,8978.016999999993,66546.932,4607.1500000000015,31915.230000000003
ALVEAR,2025,8,2025-08-01,12291.181000000011,78838.11300000001,2063.519999999997,33978.75
ALVEAR,2025,9,2025-09-01,3837.9049999999843,82676.018,722.4700000000012,34701.22
ALVEAR,2025,10,2025-10-01,4035.984999999986,86712.00299999998,1489.449999999997,36190.67
BALCARCE,2017,1,2017-01-01,0,0,0,0
BALCARCE,2017,2,2017-02-01,0,0,0,0
BALCARCE,2017,3,2017-03-01,0,0,0,0
BALCARCE,2017,4,2017-04-01,0,0,0,0
BALCARCE,2017,5,2017-05-01,0,0,0,0
BALCARCE,2017,6,2017-06-01,0,0,0,0
BALCARCE,2017,7,2017-07-01,0,0,0,0
BALCARCE,2017,8,2017-08-01,0,0,0,0
BALCARCE,2017,9,2017-09-01,0,0,0,0
BALCARCE,2017,10,2017-10-01,0,0,0,0
BALCARCE,2017,11,2017-11-01,0,0,0,0
BALCARCE,2017,12,2017-12-01,0,0,0,0
BALCARCE,2018,1,2018-01-01,11197,11197,7043.6,7043.6
BALCARCE,2018,2,2018-02-01,11197,22394,7043.6,14087.2
BALCARCE,2018,3,2018-03-01,11197,33591,7043.600000000002,21130.800000000003
BALCARCE,2018,4,2018-04-01,11197,44788,7043.5999999999985,28174.4
BALCARCE,2018,5,2018-05-01,11197,55985,-3564.4000000000015,24610
BALCARCE,2018,6,2018-06-01,1569,57554,9555,34165
BALCARCE,2018,7,2018-07-01,11720,69274,12072,46237
BALCARCE,2018,8,2018-08-01,2985,72259,9935,56172
BALCARCE,2018,9,2018-09-01,4261,76520,6216.5,62388.5
BALCARCE,2018,10,2018-10-01,3697,80217,3645.220000000001,66033.72
BALCARCE,2018,11,2018-11-01,390,80607,42.19000000000233,66075.91
BALCARCE,2018,12,2018-12-01,2454,83061,4111.970000000001,70187.88
BALCARCE,2019,1,2019-01-01,38305,38305,10772.826500000003,10772.826500000003
BALCARCE,2019,2,2019-02-01,2225,40530,3452.8139999999985,14225.640500000001
BALCARCE,2019,3,2019-03-01,7131,47661,4978.657999999999,19204.2985
BALCARCE,2019,4,2019-04-01,9578,57239,11244.355500000001,30448.654000000002
BALCARCE,2019,5,2019-05-01,16901,74140,14753.889999999992,45202.543999999994
BALCARCE,2019,6,2019-06-01,9740,83880,8304.798499999997,53507.34249999999
BALCARCE,2019,7,2019-07-01,3931,87811,7469.140500000001,60976.48299999999
BALCARCE,2019,8,2019-08-01,11021,98832,5737.797999999995,66714.28099999999
BALCARCE,2019,9,2019-09-01,6049,104881,6844.649999999994,73558.93099999998
BALCARCE,2019,10,2019-10-01,1988,106869,2557.7899999999936,76116.72099999998
BALCARCE,2019,11,2019-11-01,-4885.000000000015,101983.99999999999,200.72000000000116,76317.44099999998
BALCARCE,2019,12,2019-12-01,7567.000000000015,109551,3002.800000000003,79320.24099999998
BALCARCE,2020,1,2020-01-01,35571,35571,10529.855,10529.855
BALCARCE,2020,2,2020-02-01,1093,36664,57.81999999999971,10587.675
BALCARCE,2020,3,2020-03-01,5275,41939,3865.5895,14453.2645
BALCARCE,2020,4,2020-04-01,12119,54058,5561.1,20014.3645
BALCARCE,2020,5,2020-05-01,13697,67755,6956.8001,26971.1646
BALCARCE,2020,6,2020-06-01,8345,76100,10108.735000000004,37079.899600000004
BALCARCE,2020,7,2020-07-01,9569,85669,8426.989999999998,45506.8896
BALCARCE,2020,8,2020-08-01,6063,91732,7896.889999999999,53403.7796
BALCARCE,2020,9,2020-09-01,10623,102355,4150.739999999998,57554.5196
BALCARCE,2020,10,2020-10-01,1246,103601,983.4199999999983,58537.9396
BALCARCE,2020,11,2020-11-01,324,103925,3535.9000000000015,62073.8396
BALCARCE,2020,12,2020-12-01,2090,106015,9375.920000000006,71449.7596
BALCARCE,2021,1,2021-01-01,24494,24494,5233.689999999999,5233.689999999999
BALCARCE,2021,2,2021-02-01,4321,28815,5869.759999999998,11103.449999999997
BALCARCE,2021,3,2021-03-01,6123,34938,6369.700000000001,17473.149999999998
BALCARCE,2021,4,2021-04-01,9153,44091,5173.704999999998,22646.854999999996
BALCARCE,2021,5,2021-05-01,8325,52416,6687.43,29334.284999999996
BALCARCE,2021,6,2021-06-01,10207,62623,10858.830000000002,40193.115
BALCARCE,2021,7,2021-07-01,5219,67842,7526.07,47719.185
BALCARCE,2021,8,2021-08-01,5313,73155,9474.920000000006,57194.105
BALCARCE,2021,9,2021-09-01,5776,78931,6526.470000000001,63720.575000000004
BALCARCE,2021,10,2021-10-01,2524,81455,499.0699999999997,64219.645000000004
BALCARCE,2021,11,2021-11-01,2144,83599,0,64219.645000000004
BALCARCE,2021,12,2021-12-01,10269,93868,0,64219.645000000004
BALCARCE,2022,1,2022-01-01,11749,11749,0,0
BALCARCE,2022,2,2022-02-01,1965,13714,0,0
BALCARCE,2022,3,2022-03-01,5919,19633,0,0
BALCARCE,2022,4,2022-04-01,5779,25412,0,0
BALCARCE,2022,5,2022-05-01,3714,29126,0,0
BALCARCE,2022,6,2022-06-01,5709,34835,0,0
BALCARCE,2022,7,2022-07-01,3024,37859,0,0
BALCARCE,2022,8,2022-08-01,2732,40591,0,0
BALCARCE,2022,9,2022-09-01,4212,44803,0,0
BALCARCE,2022,10,2022-10-01,928,45731,0,0
BALCARCE,2022,11,2022-11-01,109,45840,0,0
BALCARCE,2022,12,2022-12-01,5769,51609,0,0
BALCARCE,2023,1,2023-01-01,2940,2940,0,0
BALCARCE,2023,2,2023-02-01,636,3576,0,0
BALCARCE,2023,3,2023-03-01,7717,11293,0,0
BALCARCE,2023,4,2023-04-01,858,12151,0,0
BALCARCE,2023,5,2023-05-01,2174,14325,0,0
BALCARCE,2023,6,2023-06-01,2308,16633,0,0
BALCARCE,2023,7,2023-07-01,4214,20847,0,0
BALCARCE,2023,8,2023-08-01,6704,27551,0,0
BALCARCE,2023,9,2023-09-01,1886,29437,0,0
BALCARCE,2023,10,2023-10-01,4992,34429,0,0
BALCARCE,2023,11,2023-11-01,900,35329,0,0
BALCARCE,2023,12,2023-12-01,3943,39272,0,0
BALCARCE,2024,1,2024-01-01,15641,15641,0,0
BALCARCE,2024,2,2024-02-01,7348,22989,31.72,31.72
BALCARCE,2024,3,2024-03-01,6845,29834,2811.72,2843.4399999999996
BALCARCE,2024,4,2024-04-01,8812,38646,1596.07,4439.509999999999
BALCARCE,2024,5,2024-05-01,17008,55654,11683.02,16122.529999999999
BALCARCE,2024,6,2024-06-01,9217,64871,7668.18,23790.71
BALCARCE,2024,7,2024-07-01,16684,81555,21367.59,45158.3
BALCARCE,2024,8,2024-08-01,13125,94680,12072.84,57231.14
BALCARCE,2024,9,2024-09-01,5374,100054,5688.17,62919.31
BALCARCE,2024,10,2024-10-01,3084,103138,4016.44,66935.75
BALCARCE,2024,11,2024-11-01,261,103399,5044.22,71979.97
BALCARCE,2024,12,2024-12-01,15690,119089,10930.71,82910.68
BALCARCE,2025,1,2025-01-01,41203.746,41203.746,8179.33,8179.33
BALCARCE,2025,2,2025-02-01,15238.427000000003,56442.173,9354.790000000003,17534.120000000003
BALCARCE,2025,3,2025-03-01,5155.863000000005,61598.03600000001,6879.110000000001,24413.230000000003
BALCARCE,2025,4,2025-04-01,12724.963999999993,74323,4103.049999999999,28516.280000000002
BALCARCE,2025,5,2025-05-01,13711.178000000014,88034.17800000001,9895.52,38411.8
BALCARCE,2025,6,2025-06-01,16865.12599999999,104899.304,14597.25,53009.05
BALCARCE,2025,7,2025-07-01,10064.69200000001,114963.99600000001,11563.660000000003,64572.71000000001
BALCARCE,2025,8,2025-08-01,8566.731,123530.72700000001,17499.910000000003,82072.62000000001
BALCARCE,2025,9,2025-09-01,6977.412999999986,130508.14,10361.12999999999,92433.75
BALCARCE,2025,10,2025-10-01,7036.705000000002,137544.845,6240.60000000002,98674.35000000002
GRANADA,2017,1,2017-01-01,0,0,0,0
GRANADA,2017,2,2017-02-01,0,0,0,0
GRANADA,2017,3,2017-03-01,0,0,0,0
GRANADA,2017,4,2017-04-01,0,0,0,0
GRANADA,2017,5,2017-05-01,0,0,0,0
GRANADA,2017,6,2017-06-01,0,0,0,0
GRANADA,2017,7,2017-07-01,0,0,0,0
GRANADA,2017,8,2017-08-01,0,0,0,0
GRANADA,2017,9,2017-09-01,0,0,0,0
GRANADA,2017,10,2017-10-01,0,0,0,0
GRANADA,2017,11,2017-11-01,0,0,0,0
GRANADA,2017,12,2017-12-01,0,0,0,0
GRANADA,2018,1,2018-01-01,9001,9001,6150.6,6150.6
GRANADA,2018,2,2018-02-01,9001,18002,6150.6,12301.2
GRANADA,2018,3,2018-03-01,9001,27003,6150.600000000002,18451.800000000003
GRANADA,2018,4,2018-04-01,9001,36004,6150.5999999999985,24602.4
GRANADA,2018,5,2018-05-01,9001,45005,18658.699999999997,43261.1
GRANADA,2018,6,2018-06-01,5247,50252,10337.5,53598.6
GRANADA,2018,7,2018-07-01,9687,59939,4113.5,57712.1
GRANADA,2018,8,2018-08-01,1878,61817,1450,59162.1
GRANADA,2018,9,2018-09-01,2096,63913,1054.1299999999974,60216.229999999996
GRANADA,2018,10,2018-10-01,638,64551,474.77999999999884,60691.009999999995
GRANADA,2018,11,2018-11-01,816,65367,2390.290000000001,63081.299999999996
GRANADA,2018,12,2018-12-01,6567,71934,5658.93,68740.23
GRANADA,2019,1,2019-01-01,12564,12564,3022.2694999999994,3022.2694999999994
GRANADA,2019,2,2019-02-01,3989,16553,539.5999999999999,3561.8694999999993
GRANADA,2019,3,2019-03-01,14151,30704,9238.560000000003,12800.429500000002
GRANADA,2019,4,2019-04-01,23677,54381,13414.155000000002,26214.584500000004
GRANADA,2019,5,2019-05-01,12758,67139,7167.415000000001,33381.999500000005
GRANADA,2019,6,2019-06-01,3889,71028,3774.969999999994,37156.9695
GRANADA,2019,7,2019-07-01,7343,78371,3656.3199999999997,40813.2895
GRANADA,2019,8,2019-08-01,7341,85712,3250.409999999996,44063.699499999995
GRANADA,2019,9,2019-09-01,3878,89590,1413.1399999999994,45476.839499999995
GRANADA,2019,10,2019-10-01,1650,91240,265.5899999999965,45742.42949999999
GRANADA,2019,11,2019-11-01,-5051.000000000015,86188.99999999999,832.0149999999994,46574.44449999999
GRANADA,2019,12,2019-12-01,12673.000000000015,98862,9423.739999999998,55998.18449999999
GRANADA,2020,1,2020-01-01,19756,19756,2300.6325,2300.6325
GRANADA,2020,2,2020-02-01,384,20140,4.110000000000127,2304.7425000000003
GRANADA,2020,3,2020-03-01,4988,25128,3789.835,6094.5775
GRANADA,2020,4,2020-04-01,24226,49354,14330.465,20425.0425
GRANADA,2020,5,2020-05-01,14073,63427,7784.855029999999,28209.89753
GRANADA,2020,6,2020-06-01,12703,76130,5238.170000000002,33448.06753
GRANADA,2020,7,2020-07-01,4297,80427,4143.555,37591.62253
GRANADA,2020,8,2020-08-01,4736,85163,1186.9150000000009,38778.53753
GRANADA,2020,9,2020-09-01,3788,88951,1091.5149999999994,39870.05253
GRANADA,2020,10,2020-10-01,2952,91903,0,39870.05253
GRANADA,2020,11,2020-11-01,5768,97671,937.7560000000012,40807.80853
GRANADA,2020,12,2020-12-01,8604,106275,6316.989999999998,47124.79853
GRANADA,2021,1,2021-01-01,23289,23289,0,0
GRANADA,2021,2,2021-02-01,3161,26450,5960.939999999992,5960.939999999992
GRANADA,2021,3,2021-03-01,5085,31535,2159.7200000000003,8120.659999999993
GRANADA,2021,4,2021-04-01,15737,47272,9739.835,17860.49499999999
GRANADA,2021,5,2021-05-01,14978,62250,7301.029999999999,25161.52499999999
GRANADA,2021,6,2021-06-01,7105,69355,5243.119999999999,30404.64499999999
GRANADA,2021,7,2021-07-01,5864,75219,1618.6899999999987,32023.33499999999
GRANADA,2021,8,2021-08-01,3356,78575,918.5399999999972,32941.874999999985
GRANADA,2021,9,2021-09-01,670,79245,1041.5999999999985,33983.474999999984
GRANADA,2021,10,2021-10-01,2071,81316,1217.300000000003,35200.77499999999
GRANADA,2021,11,2021-11-01,1889,83205,193.3550000000032,35394.12999999999
